"url","pageType","region","primaryIntent","primaryKeyword","h1","title","metaDescription","mainWordCount","faqCount","internalLinkCount","primaryCta","introQuality","serviceDescriptionQuality","storyStructureQuality","possibleTextDuplicates","possibleLocationConflicts","possibleCannibalization","indexStatus","changePriority","grade","issues","minorIssues"
"/blog/umzugskosten-senken-7-tipps","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","umzugskosten senken","Umzugskosten senken: 7 realistische Hebel ohne Lockpreis","Umzugskosten senken | 7 realistische Hebel ohne Lockpreis","Sieben praktische Hebel, um Umzugskosten realistisch einzuordnen: Volumen, Termin, Zugang, Reinigung, Entrümpelung und Preisrahmen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","354","0","4","Preisrahmen prüfen -> /rechner","gut","gut","ausreichend","","","","index, follow","P2","B","",""
"/blog/umzugsunternehmen-regensburg-auswahl","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","umzugsunternehmen in regensburg auswählen","Umzugsunternehmen in Regensburg auswählen: worauf Kunden wirklich achten sollten","Umzugsunternehmen in Regensburg auswählen: worauf Kunden achten...","Wie Kunden in Regensburg ein Umzugsunternehmen seriös bewerten: Ansprechpartner, Vorprüfung, Preisrahmen, Zugang, Planung und regionale Erfahrung.","879","3","13","Direkt Buchung starten -> /buchung","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/unterhaltsreinigung-regensburg-buero-praxis-hotel","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","unterhaltsreinigung regensburg für büro, praxis und hotel","Unterhaltsreinigung in Regensburg: worauf Büro, Praxis und Hotel achten sollten","Unterhaltsreinigung Regensburg für Büro, Praxis und Hotel | FLOXANT","Worauf Unternehmen bei Unterhaltsreinigung in Regensburg achten sollten: Turnus, Zugang, Qualitätskontrolle, Ansprechpartner und klare B2B-Abläufe.","884","3","14","Angebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/versteckter-schmutz-vor-uebergabe","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","versteckter schmutz vor übergabe","Versteckter Schmutz vor der Übergabe: typische Stellen","Versteckter Schmutz vor Übergabe | FLOXANT","Welche Stellen bei Wohnungsuebergabe und Endreinigung in Regensburg oft uebersehen werden. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","905","4","11","Hidden Dirt Check ansehen -> /hidden-dirt-check","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/vertrauliche-hilfe-belastete-raeume","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","vertrauliche reinigung belasteter räume","Vertrauliche Hilfe bei stark belasteten Räumen","Vertrauliche Reinigung belasteter Räume | FLOXANT","Wie stark belastete Räume in Regensburg ruhig angefragt, eingeordnet und ohne Bloßstellung vorbereitet werden können. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","915","4","13","Angebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/volumen-risiko-check-umzug","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","volumen- und risiko-check beim umzug","Volumen- und Risiko-Check: Warum der billigste Umzugspreis oft nicht der realistischste ist","Volumen- und Risiko-Check beim Umzug | FLOXANT","Warum falsche Volumenschätzungen zu Zusatzfahrten, Zeitdruck und Nachforderungen führen können und wie FLOXANT Umzüge realistischer vorprüft.","1405","6","14","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/vor-schluesselabgabe-fertig-sein","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","vor schlüsselabgabe fertig werden","Was vor der Schlüsselabgabe wirklich fertig sein sollte","Vor Schlüsselabgabe fertig werden | FLOXANT","Eine ruhige Liste für Mieter in Regensburg: Was vor Schlüsselabgabe, Reinigung und Vermietertermin nicht offen bleiben sollte. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","906","4","11","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/warum-baustaub-wiederkommt","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","warum baustaub wiederkommt","Warum Baustaub immer wiederkommt und was dagegen hilft","Warum Baustaub wiederkommt | FLOXANT","Warum sich Baustaub nach der ersten Reinigung erneut absetzt und wie Kunden in Regensburg realistischer planen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","904","4","11","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/warum-floxant-die-beste-wahl-ist","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","umzugsunternehmen bewerten","Umzugsunternehmen bewerten: worauf Kunden wirklich achten sollten","Umzugsunternehmen bewerten: worauf Kunden achten sollten | FLOXANT","Woran Kunden ein passendes Umzugsunternehmen erkennen: Ablauf, Preisrahmen, Kommunikation, Zusatzleistungen und regionale Planung. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","825","3","12","Vorprüfung starten -> /rechner","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/welche-raeume-zaehlen-wenn-zeit-knapp","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","reinigung priorisieren bei wenig zeit","Welche Räume zuerst zählen, wenn Zeit knapp ist","Reinigung priorisieren bei wenig Zeit | FLOXANT","Ein kurzer Prioritätenplan für Regensburg: Welche Räume bei Besuch, Termin oder Übergabe zuerst gereinigt werden sollten. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","896","4","11","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/welcher-floxant-service-passt","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","welcher floxant service passt?","Welcher FLOXANT Service passt zu meinem Problem?","Welcher FLOXANT Service passt? | Umzug, Reinigung, Entrümpelung","Ein klarer Überblick für Kunden, die Umzug, Reinigung, Entrümpelung, Übergabe, Angebot prüfen oder Express-Hilfe suchen und schnell den passenden FLOXANT Startpunkt finden möchten.","1215","7","14","Passende Anfrage starten -> /buchung","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/wenn-besuch-oder-uebergabe-morgen-ist","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","reinigung bis morgen sortieren","Wenn Besuch, Übergabe oder Termin morgen ist: so sortieren Sie richtig","Reinigung bis morgen sortieren | FLOXANT","Wie Kunden in Regensburg bei Putzdruck bis morgen Prioritäten setzen und FLOXANT schnell mit den richtigen Daten anfragen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","924","4","11","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/wohnung-uebergabebereit-machen","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","wohnung übergabebereit machen","Wohnung übergabebereit machen: Was vor der Schlüsselübergabe wirklich zählt","Wohnung übergabebereit machen | FLOXANT","Warum vor der Schlüsselübergabe mehr zählt als Reinigung und wie FLOXANT Keller, Balkon, Restgegenstände, Fotos und letzte Aufgaben koordiniert.","1221","6","14","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/wohnung-wieder-bewohnbar-bekommen","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","wohnung wieder bewohnbar bekommen","Wohnung wieder bewohnbar bekommen nach Umzug, Stressphase oder langem Liegenlassen","Wohnung wieder bewohnbar bekommen | FLOXANT","Wie eine Reset-Reinigung hilft, wenn Wohnung, Küche, Bad oder Wohnbereich wieder alltagstauglich werden sollen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","916","4","15","Angebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/wohnungsaufloesung-was-tun","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","wohnungsauflösung","Wohnungsauflösung im Todesfall: Was Angehörige jetzt tun müssen","Wohnungsauflösung: Was zuerst geklärt werden sollte","Berechtigung, persönliche Gegenstände, Räume, Fotos, Entsorgung, Reinigung und Übergabe: die sinnvolle Reihenfolge für eine Wohnungsauflösung.","682","4","18","Anfrage für Haushaltsauflösung -> /rechner","ausreichend","gut","gut","","","","index, follow","P2","A","",""
"/blog/wohnungsuebergabe-komplettpaket","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","wohnungsübergabe-komplettpaket","Wohnungsübergabe-Komplettpaket: Wenn Umzug, Reinigung und Schlüssel zusammenpassen müssen","Wohnungsübergabe-Komplettpaket | FLOXANT Regensburg & Bayern","Warum eine Wohnungsübergabe mehr ist als Transport oder Reinigung und wie FLOXANT Umzug, Endreinigung, Rest-Entrümpelung, Fotos und Schlüsselübergabe koordinieren kann.","1532","6","15","Wohnungsübergabe anfragen -> /buchung","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/wohnungsuebergabe-ohne-streit","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","wohnungsuebergabe ohne streit","Wohnungsuebergabe ohne Streit: was vorher wirklich helfen kann","Wohnungsuebergabe ohne Streit | FLOXANT Regensburg","Wie Reinigung, Restpunkte, Fotos und klare Reihenfolge vor der Wohnungsuebergabe Konflikte reduzieren können. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","926","4","14","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/wohnungsuebergabe-protokoll-guide","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","wohnungsübergabe","Wohnungsübergabe: So erstellen Sie ein wasserdichtes Protokoll","Wohnungsübergabe: So sichern Sie sich rechtlich ab | FLOXANT...","Wohnungsübergabeprotokoll richtig erstellen. Was muss rein, worauf achten und wie vermeiden Sie Streit um die Kaution? Kompletter Guide. Anfrage online vorbereiten oder bequem per WhatsApp / Telefon anfragen: +49 1577...","303","5","8","Angebot anfordern → -> /umzug","gut","ausreichend","schwach","","","","index, follow","P2","B","",""
"/blog/wohnungsuebergabe-regensburg-vorbereiten","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","wohnungsübergabe in regensburg vorbereiten","Wohnungsübergabe in Regensburg vorbereiten: Reinigung, Schlüssel und letzte Aufgaben im Griff behalten","Wohnungsübergabe in Regensburg vorbereiten | FLOXANT","Wie Mieter in Regensburg Reinigung, Schlüssel, Keller, Fotos, Restgegenstände und Vermietertermin vor der Wohnungsübergabe besser strukturieren.","1285","6","15","Endreinigung anfragen -> /reinigung","gut","gut","ausreichend","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/buchung","Formular / Werkzeug","überregional oder nicht ortsgebunden","Angaben erfassen und Anfrage vorbereiten","floxant direkt anfragen","Was brauchen Sie?","FLOXANT direkt anfragen | Umzug, Reinigung & Räumung","Direkte FLOXANT Anfrage starten: Umzug, Reinigung, Entrümpelung, Haushaltsauflösung oder Entsorgung wählen, Fotos senden und Rückmeldung erhalten.","1496","7","41","Direkter Start Anfrage senden Leistung wählen und die Anfrage sofort senden. -> /buchung?entry=direkt#buchungssystem","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/buchung-ablauf","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","floxant buchung","Direkt rechnen, Anfrage vorbereiten und sauber beauftragen.","FLOXANT Buchung | Rechner, Anfrage, Angebot","So läuft es ab: Preisrahmen prüfen, Anfrage senden, Angebot erhalten und Auftrag sauber abstimmen. Ohne versteckte Sofortbindung. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","407","5","6","Express-Anfrage starten -> /express-anfrage","ausreichend","schwach","ausreichend","","","","index, follow","P2","B","",""
